9AC	100 NEW GOWER ST.		SAINT JOHN'S	NL	A1C 6K3
UD6	Parque Tecnologico de Asturias	Parcela 48	Llanera		33192
UD5	Camino Portuetxe 35	Barrio Igara	San Sebastián		20018
UD4	1319 NW 21st St		Oklahoma City	OK	73106-4019
UD3	1 Old Park Lane, Venus Bldg		Trafford Park		M41 7HA
UD2	Tubiton House, Medlock St		Oldham		OL1 3HS
UD1	12429 S Burley Ave		Chicago	IL	60633-1462
UCO	1230 Averyt Dr	COLONIAL LIFE (UNUM)	Columbia	SC	29210-7653
UD0	72 Kings Creek Circle		Rehoboth	DE	19971-1033
UCL	4660 LA JOLLA VILLAGE		SAN DIEGO	CA	92122-4601
UCH	1 Fountain Sq	UNUM PROVIDENT	Chattanooga	TN	37402-1307
AIX	4 RUE MAHATMA GHANDI	ESPACE BEAUVALLE - BAT.C	Aix-en-Provence		13084
AJ7	New Hall Place, Old Hall St		Liverpool		L69 3EN
AJ5	Old Hall St	Daily Post & Echo	Liverpool		L69 3EB
UC9	414 N Church St		Greensboro	NC	27401-2001
UC8	444 N Elm St		Greensboro	NC	27401-2143
AIR	160 AIRPORT RD	WESCHESTER COUNTY AIRPORT	WHITE PLAINS	NY	10604-1219
UC7	105 Corporate Center Blvd		Greensboro	NC	27408-3194
UC6	N850 County Rd CB		Appleton	WI	54914-8277
UC5	500 Nautica Way		Martinsville	VA	24112-7692
UC4	701 N McColl Rd, Suite B		McAllen	TX	78501-9336
UC3	545 Marriott Dr, Suite 200		Nashville	TN	37214-5077
UC2	40 W 57th St, 3rd floor		New York	NY	10019-4001
UC1	22 W 19th St		New York	NY	10011-4204
UC0	9001 W 67th St		Merriam	KS	66202-3632
UB9	335 Church Ct & 400 N Elm		Greensboro	NC	27401-3006
UB8	136 Madison Ave, 16th floor		New York	NY	10016-6711
UB7	3025 Windward Plaza		Alpharetta	GA	30005-8728
AI2	Bowling Mill, Dean Clough		Halifax		HX3 5WA
UB6	4408 W Linebaugh Ave		Tampa	FL	33624-5245
UB5	2013 Farallon Dr		San Leandro	CA	94577-6601
UB4	15700 Shoemaker Ave		Santa Fe Springs	CA	90670-5515
UB3	624 S Alabama Ave		Monroeville	AL	36460-2502
AHM	1000 S Fremont Ave	ISO	Alhambra	CA	91803-8800
UB2	7000 113th St	JD O'Donaghue Building	Edmonton	AB	T6H 5T6
UB1	9820 106th St		Edmonton	AB	T5K 2J6
UB0	9880 Jasper Ave		Edmonton	AB	T5J 5C6
UA9	10065 Jasper Ave		Edmonton	AB	T5J 3B1
UA8	Svardvagen 27	182 16 Danderyd	Stockholm		16493
UA7	Portland St	Westminster House, 5th Floor	Manchester		M1 3HU
UA6	Holmers Farm Way		High Wycombe		HP12 4UL
UA5	Av de las Torres # 7125	Colonia Salvarcar	Ciudad Juarez		32583
AGO	200 W Jackson Blvd	BANK OF AMERICA	Chicago	IL	60606-6910
UA4	440 Lincoln St		Worcester	MA	01653-0001
UA3	3101 Packerland Dr		Green Bay	WI	54313-6187
UA2	2500 Farmers Dr		Columbus	OH	43235-5706
UA1	R5, S:t Lars väg 43		Lund		22270
UA0	Sandakerveien 130		Oslo		0484
AGA	15 RUE IDRISSI LAHZIRI		CASABLANCA		20000
AFO	4499 FISHER RD		COLUMBUS	OH	43228-9509
AFC	6 Concourse Pkwy NE	AFC ENTERPRISES	Atlanta	GA	30328-5344
ADX	3-4-2 MARUNOUCHI CHIYODA-KU	SHIN NISSEKI BUILDING	TOKYO		100-0005
ADW	2-4-1 MARUNOUCHI CHIYODA-KU	MARUNOUCHI BUILDING	TOKYO		100-0005
ADV	One Targeting Centre		Windsor	CT	06095-2669
ADU	BALLINDAMM 25		HAMBURG		20095
ADT	1000 BELLEVIEW ST		DALLAS	TX	75215-1870
ADS	BEIM STROHHAUSE 17		HAMBURG		20097
ADR	4B EDIFFICI CENTRE DE NEGOCI 2NA PL		ANDORRE		ANDORRE
ADP	Landwehrstrasse 55		Darmstadt		64295
ADJ	EDISONSTR. 3		KIEL		24145
ADI	4600 MCAULEY PLACE	SUITE 200	CINCINNATI	OH	45242-4765
ADE	5971 KINGSTOWNE VILLAGE PKWY		ALEXANDRIA	VA	22315-5891
ADA	180 GREENHILL ROAD		PARKSIDE	SA	5063
ACT	ING. ENRIQUE BUTTY 275		BUENOS AIRES		C1001AFA
ACQ	FRANKFURTER STRASSE 3C		BRAUNSCHWEIG		38122
ACO	MARACAIBO 48		CORDOBA		X5001DGB
ACK	LIES-MEITNER-RING 7		ROSTOCK		18059
ACH	BAHNHOFSTR. 43		SINDELFINGEN		71063
ACC	910 PIERREMONT	SUITE 240	SHREVEPORT	LA	71106-2063
ABX	JAHNSTR. 32		NORDHORN		48529
ABV	PARKSTRASSE 2-8		KREFELD		47829
ABT	1200 Abernathy Rd NE	SUITE 1000	Atlanta	GA	30328-5633
TZX	12 Macquarie St		Parramatta	NSW	2150
ABD	9500 Highway I-76	IBM c/o Xcel Energy	Henderson	CO	80640
AAY	SITTARDER STRASSE 31		AACHEN		52078
AAX	KARL-LIEBKNECHT-STR. 29		BERLIN		10178
TYX	320 Elizabeth St		Melbourne	VIC	3000
TZ9	2 Giralda Farms	Madison Ave	Madison	NJ	07940
TZ8	VIA BALDANZESE,177		CALENZANO		50041
TZ7	CTRO COM.LE SET.2 DOGANA		PORDENONE		33170
TZ6	Distriparts, Preston Rd	Aycliffe Industrial Park	Newton Aycliffe		DL5 6UP
TZ5	Cornwall House		Slough		SL1 1DZ
TZ4	101 Oakley Rd		Luton		LU4 9QQ
TZ3	Page St		London		SW1P 3JR
AAM	ALTROTTSTR.31		WALLDORF		69190
TZ2	Nobel House		London		SW1P 4PQ
AAL	900 Venture Dr	AT&T	Allen	TX	75013-1197
TZ1	Ergon House		London		SW1P 2AL
TZ0	Ashdown House		London		SW1E 6DE
AAH	NEUMANN JANOS U.1		BUDAPEST		1117
AAG	AM KELTENWALD 1		EHNINGEN		71139
AAE	WILHELMSHOEHER ALLEE 256		KASSEL		34119
AAB	IBM TOWER PACIFIC CENTURY PLACE	2A GONG TI BEI ROAD, 20TH TO 26TH FLR	BEIJING		100027
TXX	250 Collins St		Melbourne	VIC	3000
TY7	Bishopsgate Exchange		London		EC2M 3UB
TY6	Woburn Place		London		WC1H 0LU
TY5	VIA ARDEATINA KM 22.5		ROMA		00100
TY4	VIA DIAZ, 8		DESIO		20033
TXS	200 W HWY 6		WACO	TX	76712-7923
TY3	VIA GIOVANNI XXIII, 3		SEREGNO		20038
TY2	VIA PIEMONTE,3		BUSNAGO		20040
TY1	VIA GROANE,6		CESANO MADERNO		20031
TY0	VIA DE GASPERI,3		NOVA MILANESE		20054
TXB	4800 Fournace Pl	TEXACO	Bellaire	TX	77401-2389
U99	5000 Ellin Rd		New Carrollton	MD	20784
TX9	VIA ROMA, 29		MEZZAGO		20050
U98	49 Symonds St	Levels 8 and 11	Auckland		1000
TX8	LARGO PONTIDA, 3/9		VIMERCATE		20059
U97	2160 Fountain Dr		Snellville	GA	30078-2914
TX7	VIA MANIN,14		VIMERCATE		20059
U96	6 Bishopgate		London		EC2N 4
TX6	VIA R. SANZIO , 9		VILLASANTA		20058
U95	45 Waterloo St	Alhambra House	Glasgow		G2 6HS
TX5	VIA XX SETTEMBRE, 12		LEGNANO		20025
U94	1216 Sand Cove Rd		Saint John	NB	E2M 5V8
TX4	CORSO MARCONI, 35		SEVESO		20030
U93	Am Fuchsgraben 3		Sasbach		77880
TX3	VIALE LOMBARDIA 20		BOLLATE		20021
U92	Kanalstrasse 25		Dortmund		44147
TX2	FRAZ. SPINETTA MARENGO		ALESSANDRIA		15100
U91	Langekampstrasse 36		Herne		44652
TX1	VIA DE MARINI 1 TORRE WTC		GENOVA		16149
U90	Albstrasse 14		Stuttgart		70597
TX0	VIA BERGAMO, 18		PREGNANO MILANESE		20010
TVX	451 Bourke St		Melbourne	VIC	3000
U89	Oberhausener Str 33		Ratingen		40472
TW9	VIA VOLTA , 62		MAGENTA		20013
U88	Borsigstrasse 2		Alzenau		63755
TW8	VIA DEGLI ALPINI, 4		BOLLATE		20021
U87	Höseler Platz 2		Heiligenhaus		42579
TW7	VIA UNIONE, 4		PARABIAGO		20015
U86	Hackethalstrasse 7		Hannover		30179
TW6	VIA XXV APRILE, 6		RHO		20017
U85	Dransfelder Str 2		Göttingen		37079
TW5	VIA DARWIN,85		SETTIMO MILANESE		20019
U84	Freisenbergstrasse 2		Lüdenscheid		58513
TW4	VIA MONTEBELLO 33		BUSTO GAROLFO		20020
U83	Grüner Weg 6		Friedberg		61169
TW3	VIALE EUROPA,63		SOLARO		20020
U82	Stierstädter Str 5		Frankfurt-Praunheim		60488
TW2	VIA VINCENZO MONTI,23		PERO		20016
U81	Schillerstrasse 72		Minden		32425
TW1	P.LE DONEGANI, 5/6		SPINETTA MARENGO		15047
U80	Garmischer Str 35		München		81377
TW0	VIA TOSCANINI, 7		MELZO		20066
TUX	4 Riverside Quay		Southbank	VIC	3006
U79	Lessingstrasse 79		Berlin		13158
TV9	PALAZZO CELLINI		SEGRATE		20090
U78	Gutenbergplatz 1		Leipzig		04103
TV8	MILANOFIORI STR 2-PAL C1		ASSAGO		20090
U77	Eppelheimer Str 82		Heidelberg		69123
TV7	VIA PATELLANI, 58/60		BRESSO		20091
U76	Wallstadter Str 59		Ladenburg		68526
TV6	VIA FOSSE ARDEATINE 7/9		CINISELLO BALSAMO		20092
U75	Gottlieb-Daimler-Str 8		Mannheim		68165
TV5	VIA RIVOLTANA, 2A		SEGRATE		20090
U74	Industriestrasse 28		Eschborn		65760
TV4	VIA S. CABOTO, 1		CORSICO		20094
U73	Brown-Boveri-Str 30		Hanau-Großauheim		63457
TV3	VIA SPAGNA 148		COLOGNO MONZESE		20093
U72	Kieler Str 131		Hamburg		22769
TV2	VIA DE GASPERI, 2		SAN DONATO MILANESE		20097
U71	Petzower Str		Glindow		14542
TV1	VIALE ITALIA, 1		SESTO SAN GIOVANNI		20099
U70	Rankestrasse 35		Dresden		01139
TV0	VIA DANTE,95		PIOLTELLO		20096
U69	Gaglower Str 17/18		Cottbus		03048
TU9	STR.PADANA SUPERIORE 49		CERNUSCO SUL NAVIGLIO		20063
U68	Ohmweg 11-15		Mannheim-Neckarau		68199
TU8	STRADA 6 PALAZZO E/5		ASSAGO		20090
U67	Dudenstrasse 44-46		Mannheim		68167
TU7	PALAZZO CANOVA 3Ä PIANO		SEGRATE		20090
U66	Kallstadter Str 1		Mannheim		68309
TU6	VIA A. MONDADORI, 1		SEGRATE		20090
TTT	6,RUE BRINDEJONC-DES-MOULINAIS		TOULOUSE CEDEX		31505
U65	1245 Cheyenne Ave		Grafton	WI	53024-9323
TU5	VIA MARCO POLO		PIEVE FISSIRAGA		20070
U64	6815 Meadowridge Court		Alpharetta	GA	30005-2202
TU4	VIA MAZZINI, 2		MELEGNANO		20077
U63	1349 W Peachtree St NW	Suite 1800	Atlanta	GA	30309-2923
TU3	VIA SFORZA, PAL.MEUCCI		BASIGLIO		20080
U62	24 Computer Dr W		Albany	NY	12205-1612
TU2	VIA AMBROSOLI,6		RODANO		20090
U61	1000 Republic Dr, Suite 650		Allen Park	MI	48101-3638
TU1	S.S. DEI GIOVI, 8		BINASCO		20082
U60	The Gleneagles Hotel	Auchterarder	Perthshire		PH3 1NF
TU0	VIALE SARCA,100		MILANO		20100
TTN	12396 Grant St	IBM C/O CIGNA/ACG-IBM LOC MGR	Thornton	CO	80233
TSX	333 Queen St	Lvls GR to 6	Melbourne	VIC	3000
U59	1225 17th St	17th Street Plaza	Denver	CO	80202-5534
TT9	VIA CIRCONVALLAZIONE,2		QUATTORDIO		15028
TT8	VIA L.GALLO 1		CUNEO		12100
U57	5805 N Lamar	ARB, Building B	Austin	TX	78752-4422
TT7	VIA TIBURTINA 1226-PAL Y		ROMA		00131
TT6	VIA SABATINO GIANNI,121		ROMA		00131
U55	699 US Highway 46 E		Teterboro	NJ	07608-1105
TT5	P.LE GIULIO DOUHET, 31		ROMA		00143
U54	AT&T Building, Murphy St		Wellington		6000
TT4	VIALE EUROPA 175		ROMA		00144
U53	15600 John F Kennedy Blvd		Houston	TX	77032-2349
TT3	VIA SCHIAVONETTI,270 P.D		ROMA		00100
U52	4700 W 10th St		Indianapolis	IN	46222-3277
TT2	VIA MARCHETTI,111		ROMA		00148
U51	1100 Merrill Lynch Dr		Pennington	NJ	08534-4122
TT1	VIA C.G. VIOLA 43		ROMA		00148
U50	805 Moberly Ln		Bentonville	AR	72712
TT0	LUNGO TEVERE RIPA,1		ROMA		00153
TRX	30 Pirie St		Adelaide	SA	5000
U49	4905 W Tilghman St		Allentown	PA	18104-9375
TS9	VIA C. COLOMBO, 169		ROMA		00147
U48	Robert Bosch Str 30-24	Building WDF-03	Walldorf		69190
TS8	VIA PO' 23		ROMA		00166
U47	1130 E University Dr		Tempe	AZ	85281-8402
TS7	VIA PO' 20		ROMA		00100
U46	Two Brindleyplace	PO Box 63	Birmingham		B1 2AB
TS6	VIA AURELIA ANTICA, 422		ROMA		00100
TS5	VIA DELL'ARTE 25		ROMA		00100
U44	15 MetroTech Ctr	c/o Empire Blue Cross Blue Shield, 3rd Floor	Brooklyn	NY	11201-3823
TS4	VIA AZ. CESURNI LOC STAC.		BAGNI DI TIVOLI		00011
U43	10511 E Central Ave		Wichata	KS	67206-2557
TS3	VIA DEGLI ASTRINI ST.ARD.		SANTA PALOMBA		00040
U42	30 Fieldway Rd		Etobicoke	ON	M8Z 3L2
TS2	VIA MARCO FINIGUERRA 125		ROMA		00100
U41	1014 Vine St		Cincinnati	OH	45202-1107
TS1	VIA MAREMMANA SUP.RE 29		MONTE PORZIO CATONE		00040
TS0	AEREOP. L. DA VINCI		ROMA		00100
TRM	ALKEVEIEN 14	9005 TROMSO	TROMSO		9000
TRH	VESTRE ROSTEN 77		TRONDHEIM		7488
TRF	BUYUKDERE CADDESI LEVENT		ISTANBUL		80613
TRB	3 CINNAH CADDESI KAVAKLIDERE		ANKARA		6680
TRA	145 CANNON STREET		LONDON		EC4N 5BQ
A9Z	333 HUAI HAI ZHONG ROAD	SHUI ON PLAZA, 9TH & 10TH FLRS	SHANGHAI		200021
A9Y	METRO PLAZA, TIAN HE BEI RD	TIAN HE DISTRICT, 18/F RM 1-16	GUANGZHOU		510075
A9V	23, KASR EL NIL		CAIRO		9999
A9U	BT LE FORUM, ROUTE DES PONTOTS	ANELIA	BAYONNE		64100
TR9	VIA PORTUENSE, 2411		FIUMICINO		00050
TR8	VIA CESARE LIBANO,7		VERCELLI		13100
TR7	VIA VALBONDIONE,113		ROMA		00188
A9Q	48 NAVAM MAWATHA	THAAKSHANA MANDIRAYA	COLOMBO 2		DIST II
TR6	CORSO VANNUCCI, 66		PERUGIA		06121
TR5	CSO MARCHE 41		TORINO		10146
TR4	CORSO GARIBALDI, 42		TORINO		10122
TR3	VIA PERUGIA, 24		TORINO		10152
TR2	CORSO SVIZZERA,185		TORINO		10149
TR1	PIAZZA ROBERTO DAUBREE		CUNEO		12020
U30	745 W New Circle Rd, 4th Floor		Lexington	KY	40511-1807
A9K	C PELLEGRINI 946		COMODORO RIVADAVIA		U9000CYJ
TR0	FRAZ.NE CUSSANIO C.P. 163		FOSSANO		12045
A8Y	REN MIN NAN ROAD, NO. 18, SECTION 2	CHUAN XIN MANSION, 27/F UNIT A & D AND PART OF B & C	CHENGDU		610016
A8V	VYSTAVISTE 1		BRNO		64800
A8T	AM KIEFERNWALD 1		HEIDESHEIM		55262
A95	WOLUWEDAL 22	WOLUWE GARDEN,	SINT-STEVENS-WOLUWE		1932
U29	3201 Lomita Blvd		Torrance	CA	90505-5015
TQ9	CORSO ROMANIA,546		TORINO		10156
A8S	NO. 7 STREET 5, SHANG DI	3/F & 6/F, HAI DIAN DISTRICT	BEIJING		100085
A94	GENERAAL LEMANSTRAAT 69		ANTWERP		2018
U28	7 Gloucester Rd	3417 Immigration Tower	Wan Chai		
TQ8	VIA ORIOLO ROMANO,257		ROMA		00189
U27	213 Queen's Rd	35th Floor, Wu Chung Building	Wan Chai		
TQ7	VIA ISSIGLIO,63/A		TORINO		10100
U26	138 Shatin Rural Community Rd	19th Floor, J. P. Mogan Tower	Sha Tin		
TQ6	VIA CELSO MIGLIETTI, 109		GERMAGNANO		10070
U25	22 On Sum St	14th Floor, Evergain Building 3	Sha Tin		
TQ5	VIA CORTONESE-FONTIVEGGE		PERUGIA		06128
TQ4	STRADA FOSSO DELL'INFERNACCIO 6		PERUGIA		06129
A8O	MILLENNIUM TOWER I	VAJNORSKA 100/A	BRATISLAVA		832 86
U24	Taikoo Place	7th Floor, Somerset House	Quarry Bay		
U23	8 Scenic Rd	6th Floor, South Tower, Cathay Pacific City	Chek Lap Kok		
TQ3	VIA UMANA, 9		SASSARI		07100
U22	153 E 53rd St		New York	NY	10022-4611
TQ2	STRADA BRANDIZZO 130		VOLPIANO		10088
TQ1	VIA TRINITA' 80		SANTENA		10026
U21	575 Maryville Centre Dr		Saint Louis	MO	63141-5813
A8K	JR. AZANGARO 374 - 376 - 380		LIMA		511
TQ0	131 Barry Parade	Lvl 2	Brisbane	QLD	4000
U20	1900 E St NW		Washington	DC	20415-0002
TPK	UNIT 6  SPARTAN CLOSE	TITAN PARK	WARWICK		CV34 6RR
TPA	3109 E Dr Martin Luther King Jr Blv		Tampa	FL	33619-3049
A7Y	50 - 55 CHRISTIE STREET		ST LEONARDS	NSW	2065
A7X	CARL- BENZ -RING 22		GAIMERSHEIM		85080
A7W	TOMTEGT. 29,	PB498, 3002 DRAMMEN	DRAMMEN		3000
A85	ASEM BLDG, 159-1 SAMSUNG-DONG		SEOUL		135798
TOX	144 Edward St		Brisbane	QLD	4000
U19	4501 Stonecroft Blvd		Chantilly	VA	20151-1718
TP9	C.SO VERCELLI, 117/C		IVREA		10015
U18	55 Livingston Ave		Roseland	NJ	07068-1793
TP8	CORSO SAVONA, 45		VILLASTELLONE		10029
A7R	PLAZA IBM, 1 JALAN TUN MOHD FUAD	TAMAN TUN DR. ISMAIL	KUALA LUMPUR		60000
TOV	Route de Paris		La Chapelle-Saint-Luc		10600
U17	10 George Place	Level 1	Artarmon	NSW	2064
TOU	17 RUE DIDIER DAURAT		Toulouse		31000
U16	12 Help St	Level 3 & 5	Chatswood	NSW	2067
TP6	VIA DELLA COSTITUZIONE,3		SETTIMO TORINESE		10036
U15	77 King St W	RT Tower	Toronto	ON	M5K 1A2
TP5	VIA ALDO MORO,3		NONE		10060
A7O	Avenue de Roodebeek 89		Bruxelles		1030
U14	77 Bloor St W		Toronto	ON	M4Y 2T1
TP4	VIA GIORGIO LA PIRA,5		TROFARELLO		10028
TOR	2525 W 190th St	HONEYWELL	Torrance	CA	90504-6002
TP3	VIA LIBERAZIONE, 6		CORSICO		20094
U12	3 Marshall's Rd	Irish bonding Co Ltd	Belfast		BT5 6SL
TP2	VIA G ROSA 10	LOC LAVINO	ANZOLA D'EMILIA		40011
U11	Shieldhall Packaging Operations, 50	Shieldhall	Glasgow		G51 4SA
TP1	LOC.TA' SPINI DI GARDOLO		TRENTO		38014
U10	Guinness Packaging	Whitehouse Industrial Estate	Runcorn		WA7 3BE
TP0	VIA NAZIONALE 160		PIANORO		40060
TOL	VIA NIZZA 262/59		TORINO		10126
A6X	LAATZENER STR. 1		HANNOVER		30539
A78	PLOT NO XI-7		KOLKATA		700091
A6U	5 RUE DE LA RENAISSANCE		ANTONY		92160
A75	381 HUAI HAI ZHONG ROAD		SHANGHAI		238873
U09	UDV Malt Distilling Headquarters, M	1 Trinity Road, Elgin	Morayshire		IV30 1UF
TO9	VIA CA' DELL'ORBO 13-14		CASTENASO		40055
A6S	CNR GEELONG RD & GEAR AVENUE	MT HELEN	BALLARAT	VIC	3350
U08	Menstrie Bond	Maturation Warehouse	Menstrie		FK11 7EP
TO8	VIALE DELLE NAZIONI		MODENA SAN MATTEO		41100
A6R	WISMA 2020, NO 18 LORONG BELIA		KOTA KINABALU		88100
U07	UDV Leven	Banbeath	Leven		KY8 5HD
TO7	VIA BERNINI 32		PARMA		43100
U06	18-20 Hill St	Johnnie Walker Packaging Plant	Kilmarnock		KA3 1HD
TO6	VIA EMILIA EST 216/A		PARMA		43100
U05	Justerini & Brookes Ltd, Blythswood	Inchinnan Road, Aberlour	Renfrewshire		PA4 9EB
TO5	VIA AZZALI,10		PARMA		43100
A70	55 CROCKFORD STREET		PORT MELBOURNE	VIC	3207
U04	Brand Technical Centre, Glenochil	Diageo	Menstrie		FK11 7ES
TO4	VIA MONTELUNGO, 1		VERONA		37100
U03	Edinburgh Park	5 Lochside Way	Edinburgh		EH12 9DT
TO3	VIA DELL'INDUSTRIA,1		MANIAGO		33085
U02	99 Borron St, Dundas House	Port Dundas	Glasgow		G4 9XF
A6M	BISMARCKALLEE 4		FREIBURG		79098
TO2	VIA 1 MAGGIO,2		VILLOTTA DI CHIONS		33089
U01	8 Henrietta Place	Diageo, Henrietta Place	London		W1G 0NB
TO1	VIA DIV. MODOTTI,11		PORDENONE		33170
A6K	2401 W JEFFERSON		SPRINGFIELD	IL	62702-3690
U00	7HQ	Lakeside Drive	London		NW10 7HQ
TO0	VIALE TREVISO,15		PORDENONE		33170
TNN	8/F, NO 192, CHIN-PIN RD	NANSHAN TAINAN BUILDING	TAINAN		708
A5Y	348 EDWARD STREET		BRISBANE	QLD	4000
A5X	MANNHEIMER STR.12		HEILBRONN		74072
A67	250 ST GEORGES TERRACE	QV1 BUILDING, LEVEL 21	PERTH	WA	6000
A66	333 COLLINS STREET		MELBOURNE	VIC	3000
A65	86 COLLINS STREET		HOBART	TAS	7000
TN9	VIA DELL'INDUSTRIA, 7		VILLA DI MOLVENA		36060
TN8	VIA SEGALUZZA,30		VALLENONCELLO		33170
A63	1 EAGLE STREET	WATERFRONT PLACE	BRISBANE	QLD	4000
TN7	VIALE FRANCIA,10 ZONA I.		TRIBANO		35020
TN6	VIA ADIGE 6		SARMEOLA RUBANO		35030
TN5	VIA GIUSTINIANI, 1		PADOVA		35128
TN4	VIA LANGHIRANO, 1/A		PARMA		43100
TN3	VIA A. MEUCCI,1		SCANDICCI		50018
TN2	ZONA INDUSTRIALE SALETTI		PIAZZANO ATTESA		66041
TN1	VIA PILE		L'AQUILA		67100
A5K	SHAHEEN BDLG (OFF SHANKER SHETH RD)	K B HIDAYATULLA ROAD, 1ST & 2ND FLRS (A & B WINGS)	PUNE		411001
TMO	1111 Woods Mill Rd	LUCENT	Chesterfield	MO	63017-0600
TN0	63 Denison Street		Deakin	ACT	2901
A4Y	288 EDWARD STREET		BRISBANE	QLD	4000
A4W	35, ALLEE DU CLOS DES CHARMES	"LE POIRIER DE LA BUTTE"	COLLEGIEN		77400
A4U	102 RUE DES BERGES DU LAC		TUNIS		2045
A56	8000 GRAINGER COURT		SPRINGFIELD	VA	22153-3130
TM9	VIA ARCORA PROV.60-GECOS-		CASALNUOVO D'NAPOLI		80013
TM8	STABILIMENTO POMIGLIANO.		POMIGLIANO D'ARCO		80038
A4R	14 THUY KHUE		HANOI		10000
TM7	CIRCON.ESTERNA ZONA INDLE		GIULIANO		80014
TM6	VIA COMUNALE TAVERNOLA,2		NAPOLI		80144
A51	3100 SMOKETREE COURT		RALEIGH	NC	27604-1054
TM5	V. NUOVA DELLE BRECCE 260		NAPOLI		80147
TM4	VIA E.MORSELLI, 8		PALERMO		90143
TM3	VIA AEROPORTO,3		POMIGLIANO D'ARCO		80038
TM2	VIALE BOLOGNA,298		FORLI		47100
TM1	P.LE ELETTROCHIMICA, 1		BUSSI SUL TIRINO		65021
TM0	35, Rue Clos-Four		Clermont-Ferrand		63100
A3Z	AIRPORT ROAD - GOLDEN ENCLAVE		BANGALORE		560017
A49	30 S 17TH ST		PHILADELPHIA	PA	19103-4001
A47	11 MADISON AVE		NEW YORK	NY	10010-3643
TKX	201 Elizabeth St		Sydney	NSW	2000
TL9	VIA DI BURE VECCHIA, 118		PISTOIA		51100
A44	2020 MAIN ST		IRVINE	CA	92614-8200
TL8	VIA COMUNALE PER VORNO,5		GUAMO		55060
TL6	VIA LEONE XIII ZONA IND.		JESI		60035
TL5	STATALE ARCEVIESE 139/A		FABRIANO		60044
A40	400 CAMPUS DR		FLORHAM PARK	NJ	07932-1041
TL4	LOC. MELANO MARISCHIO		FABRIANO		60044
TL3	VIALE RINALDO PIAGGIO, 23		PONTEDERA		56025
A3M	BAHNHOFSTR./BETZENSTR.		SAARBRUECKEN		66111
TL2	CORSO LINO ZANUSSI,26		PORCIA		33080
A3L	CASEROS 1332		SALTA		A4400ABB
TL1	CORSO LINO ZANUSSI,30		PORCIA		33080
TL0	231 Elizabeth St		Sydney	NSW	2000
TKA	618 S KANSAS AVE		TOPEKA	KS	66603-3839
A2Z	LANDMARK TOWER I, 30/F-32/F	JL. JENDERAL SUDIRMAN NO.1	JAKARTA		12910
A2Y	4,MAAROUTF STREET		CAIRO		9999
A2X	LOVSTADVEGEN 7	PB 4310 2301 HAMAR	HAMAR		2300
A38	12902 FEDERAL SYSTEMS PARK DR		FAIRFAX	VA	22033-4421
A37	3000 PRESIDENTIAL DR		FAIRBORN	OH	45324-6208
A2T	HECHTSHEIMER STR. 2		MAINZ		55131
TK9	VIA SANGRO ANG.VIA CARNIA		MILANO		20132
TJX	41 Rue Fleurus		Le Havre		76600
TK8	VIA TAORMINA 36		MILANO		20133
A33	1000 Fort Campbell Blvd	2609 Fort Campbell Blvd	Clarksville	TN	37042
TK7	VIA FELTRE, 75		MILANO		20134
TK6	PIAZZALE LODI, 3		MILANO		20137
TK5	VIA BERUTO,18		MILANO		20131
TK4	VIA PAMPURI,13		MILANO		20141
TK3	VIA GARGANO 7		MILANO		20139
TK2	VIA RONDONI 1		MILANO		20146
TK1	VIA N. BONNET 6/A		MILANO		20154
TK0	VIALE RICHARD 5		MILANO		20143
A1Y	ROSSMORE HOUSE	NEWBOLD TERRACE	LEAMINGTON SPA		CV32 4EA
A1W	BOULEVARD TIROU 185		CHARLEROI		6000
A26	5820 VETERANS PKWY	SUITE 1	COLUMBUS	GA	31904-3457
TIX	333 Exhibition St		Melbourne	VIC	3000
TJ9	VIA PIERO CHIARA 9		LUINO		21016
A1S	UNIT #19, LOWER LEVEL 6 (EXECUTIVE)	HOTEL EQUATORIAL, 1 JALAN BUKIT JAMBUL	BAYANG LEPAS		11900
TJ8	VIA PIRELLI, 19		MILANO		20124
TJ7	VIA MEUCCI 40		MILANO		20100
A1Q	MEISENSTRASSE 94		BIELEFELD		33607
TJ6	VIA MOSCOVA 33		MILANO		20121
A1P	115-117 FARNBOROUGH ROAD		FARNBOROUGH		GU174JG
TJ5	VIA PALEOCAPA,3		MILANO		20121
A20	521 S BOSTON		TULSA	OK	74103-4602
TJ4	VIA SERBELLONI , 1		MILANO		20121
TJ3	VIA PASSIONE 2A		MILANO		20122
A1M	A. BOLIVAR CENTRO COMERCIAL GUAPARO		VALENCIA		5841
TJ2	VIA LEOPARDI 15		MILANO		20123
A1L	SAN MARTIN 966		CORRIENTES		W3400APT
TJ1	VIA GAETANO NEGRI 10		MILANO		20123
TJ0	VIA CATENA,4		MILANO		20121
TIC	PHUKET CYBER PORT CO LTD	415/1 PHUKET RD, TAMBOL TALARDMAI, AMPHOR MUANG	PHUKET		83000
THZ	12 BANGNA TRAD RD, FL 21E, BANGNA	COMPLEX OFC TWR BLG 1, #947/61, KM3, KWANG BANGNA, KET PHRAKANONG	BANGKOK		12620
A15	1306 CONCOURSE DRI	SUITE 100	LINTHICUM	MD	21090-1020
THX	363 Oxford St	Lvls 5,13,14,15,16	Sydney	NSW	2000
TI9	VIA GIOVANNI COSTA 520		CASCINA COSTA		21017
THW	93/8 PETCHKASEM RD, KWANG LUMPAYA	AMPHOR MUANG	NAKORNPATHOM		73000
